Name  /  Date: 2015_01_31;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);113;102;67;72;85;93;81;77;137;233;301;291;292;360;321;270;326;290;272;292;182;150;191;178;
MQ_03020_FV4_L (MQ1);38;31;25;15;15;32;35;65;90;155;213;124;233;184;232;210;139;176;144;119;88;61;28;28;
MQ_03290_FV3_GR (MQ10);115;80;70;58;43;61;50;87;85;112;180;235;169;222;246;224;217;222;247;187;161;111;113;122;
MQ_03020_FV2_L (MQ100);15;12;4;4;3;3;7;9;12;11;22;27;22;36;46;16;22;37;34;27;26;10;9;13;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;1;2;1;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);2;0;3;0;2;2;1;1;6;6;8;9;16;18;13;4;7;11;9;4;6;2;1;1;
MQ_08050_FV3_L (MQ1003);3;3;0;7;5;13;9;16;55;101;161;192;211;159;172;154;148;130;110;65;43;8;1;0;
MQ_06161_FV3_L (MQ1004);25;16;12;5;14;26;28;46;100;166;161;167;218;240;154;227;146;190;182;145;81;50;50;40;
MQ_06170_FV6_L (MQ1005);7;5;3;1;2;2;2;5;22;34;24;34;30;37;41;33;31;28;30;26;14;12;8;10;
MQ_08110_FV1_LO (MQ1006);2;1;1;1;0;2;1;4;5;8;12;12;22;12;13;19;16;16;13;9;8;5;3;3;
MQ_08110_FV3_RO (MQ1007);1;1;0;0;1;1;2;6;18;22;29;28;27;23;17;17;16;16;17;10;10;7;2;2;
MQ_06160_FV2_R (MQ1009);34;23;19;19;22;36;32;45;84;112;174;196;200;186;214;148;182;135;143;118;121;79;63;39;
MQ_02020_FV4_L (MQ101);50;23;21;13;5;24;35;56;72;132;188;264;286;279;307;306;270;231;251;197;140;99;71;64;
MQ_03030_FV1_G (MQ1010);72;47;34;16;22;51;112;206;238;290;378;453;525;562;580;566;540;517;421;307;254;176;135;123;
Alle Motion Det Weselerstr. (MQ1011);23089;17990;13971;12667;12301;15470;17588;23205;32594;46878;56334;63640;70263;72888;76456;72485;65985;67401;61491;52845;41672;31083;29705;26847;
LSA 3290 Schleifen (MQ1012);2464;2099;1388;1365;1301;1437;1176;1807;2346;3963;4800;5677;6159;6479;6485;6004;6081;5659;5579;5442;4384;3085;3550;3095;
LSA 8030 Schleifen (MQ1014);861;769;545;542;516;451;445;603;754;1282;1536;1955;2168;2160;2355;2143;2636;2082;2314;2251;1760;1255;2014;1467;
LSA 8031 Schleifen (MQ1015);766;717;618;645;745;542;604;701;791;1095;1258;1557;1627;1729;2032;1594;1759;1426;1773;1607;1225;928;1249;1159;
LSA 8040 Schleifen (MQ1016);1141;713;514;496;597;776;1229;1967;2824;4171;5617;6695;7338;7518;7618;7139;6680;5896;5868;4556;2951;1988;1953;1520;
LSA 8032 Schleifen (MQ1017);690;500;366;338;408;343;439;618;738;1251;1618;2054;2503;2464;2357;2238;2210;2096;2039;1753;1287;941;1205;985;
LSA 8041 Schleifen (MQ1018);463;315;219;216;272;263;312;524;763;1366;1835;2241;2331;2345;2345;2160;2186;1989;1894;1517;983;656;721;577;
LSA 8054 Schleifen (MQ1019);346;202;151;142;148;210;260;493;784;1031;1487;1744;1802;1962;1843;1713;1730;1631;1475;1170;849;533;506;409;
MQ_02020_FV3_L (MQ102);8;6;3;4;0;7;4;14;12;47;65;44;57;73;55;60;66;88;33;53;49;16;25;9;
LSA 8140 Schleifen (MQ1020);203;108;74;72;92;120;156;287;457;683;916;873;1044;1077;1052;1202;1068;969;929;679;524;349;381;234;
MQ_01210_FV32_L (MQ1021);9;7;2;7;4;2;3;3;14;21;21;31;32;25;37;19;37;26;27;31;18;19;11;7;
MQ_01081_FV3_G (MQ1022);119;79;59;41;38;62;49;84;81;160;200;211;269;263;225;326;268;251;286;238;196;146;132;121;
MQ_03030_FV1_L (MQ1023);8;2;0;1;1;4;4;7;9;20;11;5;17;19;14;11;17;9;20;12;8;3;6;6;
MQ_01200_FV1_G (MQ1024);227;149;92;70;52;87;141;190;278;430;629;737;777;955;1081;1204;1060;1162;863;623;467;361;351;335;
MQ_01121_FV1_G (MQ1025);24;20;12;14;21;25;69;79;125;167;276;270;261;274;256;225;200;155;123;80;82;38;38;20;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;1;1;2;3;3;4;5;5;6;5;5;4;2;2;1;1;1;
MQ_01121_FV3_G (MQ1027);14;12;6;1;3;5;13;24;50;84;118;131;188;224;252;286;250;252;198;106;94;39;48;44;
MQ_01121_FV1_R (MQ1028);3;3;2;2;3;3;9;11;17;24;37;38;36;37;35;33;26;21;17;11;11;5;5;3;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);2;10;11;11;7;6;3;6;11;10;20;17;22;19;13;18;17;17;3;11;11;9;9;10;
---Test (MQ1032);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_09040_FV1_G (MQ1033);69;49;41;28;31;35;42;54;89;141;185;218;320;335;321;351;275;314;285;253;215;137;116;114;
MQ_09040_FV3_G (MQ1034);61;39;31;19;28;42;53;97;168;321;407;423;387;367;313;308;311;306;267;246;175;112;116;90;
MQ_09050_FV1_G (MQ1035);110;73;57;38;32;48;65;84;144;233;288;375;432;448;487;497;462;427;482;364;276;226;190;201;
MQ_09050_FV3_G (MQ1036);85;67;33;33;42;63;72;123;209;371;464;500;471;419;384;300;306;408;361;333;240;145;150;121;
MQ_09060_FV11_G (MQ1037);95;74;52;38;28;45;58;78;133;183;264;363;464;461;481;456;430;438;444;323;224;185;180;187;
MQ_09060_FV11L (MQ1038);19;30;12;9;17;8;13;20;25;55;53;56;50;51;39;29;45;53;38;44;32;26;16;10;
MQ_09060_FV2_L (MQ1039);26;9;4;9;8;13;25;29;34;79;130;152;188;151;153;156;113;126;87;74;54;38;33;28;
MQ_03023_FV1_G (MQ104);70;40;20;17;15;41;77;107;151;227;324;351;350;360;390;391;448;428;323;219;176;154;119;78;
MQ_09060_FV2_R (MQ1040);6;2;1;2;2;3;5;6;7;17;26;31;35;28;32;34;20;28;20;14;10;8;7;6;
MQ_09060_FV3_G (MQ1041);86;72;45;40;55;69;62;116;201;431;456;474;434;431;389;285;346;338;398;315;204;115;136;125;
MQ_09060_FV3_R (MQ1042);16;16;3;9;14;28;39;57;88;125;138;119;149;116;154;155;67;116;112;78;53;33;43;23;
MQ_03250_FV1_R (MQ1043);7;6;5;2;3;4;5;6;13;15;24;29;45;41;38;35;37;37;39;27;24;15;13;14;
MQ_03250_FV1_G (MQ1044);41;32;28;14;19;22;26;33;71;110;129;162;238;218;244;216;210;195;217;156;133;87;76;78;
MQ_03250_FV1_L (MQ1045);20;8;14;16;7;12;16;16;36;43;81;58;88;74;59;70;50;83;60;75;54;26;28;32;
MQ_03250_FV2_R (MQ1046);13;8;7;6;7;10;12;17;25;35;54;51;68;64;63;57;57;55;59;48;35;26;24;15;
MQ_03250_FV2_G (MQ1047);98;61;48;44;53;72;84;121;184;273;367;400;491;488;483;434;414;416;420;347;259;190;180;107;
MQ_03250_FV2_L (MQ1048);37;17;14;18;11;12;26;31;49;70;108;141;144;170;196;175;141;139;168;117;90;87;63;68;
MQ_03250_FV3_R (MQ1049);16;12;7;5;6;15;16;25;44;76;94;99;105;83;85;82;74;78;65;69;44;27;26;22;
MQ_03250_FV3_G (MQ105);47;36;21;14;18;45;47;74;133;215;314;296;296;282;275;221;221;230;201;204;136;80;78;65;
MQ_03250_FV3_L (MQ1050);28;24;9;17;19;23;14;20;39;78;93;104;107;101;58;60;105;105;92;90;80;53;50;41;
MQ_03250_FV4_R (MQ1051);26;20;15;13;13;15;14;22;33;56;63;84;92;94;110;104;94;84;90;86;70;43;52;45;
MQ_03250_FV4_G (MQ1052);104;82;61;51;54;62;56;86;134;217;264;341;365;366;406;405;371;344;361;336;283;171;207;179;
MQ_03250_FV4_L (MQ1053);13;5;6;5;5;1;6;3;19;36;36;46;69;42;44;42;41;41;42;31;36;18;23;18;
MQ_03030_FV1_R (MQ1054);3;1;0;0;0;1;3;26;45;21;49;56;59;81;96;85;50;54;38;16;13;5;11;7;
MQ_03030_FV2_G (MQ1055);1;0;0;0;0;0;0;0;1;0;1;1;2;1;1;1;2;1;1;1;1;1;1;1;
