Name  /  Date: 2015_11_17;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03020_FV4_L (MQ1);20;10;6;3;10;67;170;348;416;338;200;217;201;258;232;281;335;344;251;199;114;76;49;39;
MQ_03020_FV2_L (MQ100);2;4;1;0;1;1;24;45;44;31;24;31;26;40;26;52;37;38;40;29;21;16;10;7;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;1;2;2;1;2;2;2;2;2;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;0;1;7;10;8;18;14;7;8;5;12;25;8;11;6;4;2;5;0;
MQ_08050_FV3_L (MQ1003);4;4;3;1;10;23;52;40;73;111;109;111;133;111;106;101;110;91;93;65;29;10;5;3;
MQ_06161_FV3_L (MQ1004);7;2;1;4;9;49;168;340;410;294;195;207;192;196;207;253;266;315;259;162;84;51;55;20;
MQ_06170_FV6_L (MQ1005);3;2;0;1;2;6;30;73;57;28;31;29;35;38;37;41;51;46;40;33;17;15;14;5;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;0;1;3;9;12;16;13;18;17;13;20;22;28;26;20;10;8;5;4;3;
MQ_08110_FV3_RO (MQ1007);0;1;1;0;0;3;8;46;49;24;22;26;24;20;26;26;35;26;21;11;9;6;1;1;
LSA 29120 Schleifen (MQ1008);47;39;29;41;99;323;928;1662;1279;1211;1086;1205;1153;1213;1334;1520;1618;1608;1210;759;552;377;291;135;
MQ_06160_FV2_R (MQ1009);13;7;5;10;8;61;143;285;296;242;192;194;199;201;186;211;210;246;207;131;94;67;47;24;
MQ_02020_FV4_L (MQ101);24;9;4;8;7;48;142;264;307;273;239;265;280;302;309;333;447;418;352;245;154;122;91;39;
MQ_03030_FV1_G (MQ1010);27;14;14;17;24;122;449;953;982;626;542;597;672;780;796;912;1105;911;723;531;363;264;175;70;
LSA 8020 Schleifen (MQ1013);594;334;217;164;452;1479;4044;5288;4582;4166;4985;5390;5290;5455;5617;6027;5548;5509;5556;4497;3631;2371;2557;1300;
LSA 8030 Schleifen (MQ1014);265;153;87;61;164;535;1635;2371;2204;2103;2076;2079;2145;2305;2404;2743;2704;2690;2499;1921;1573;1057;1238;662;
LSA 8031 Schleifen (MQ1015);140;68;48;59;104;464;1398;2067;2063;2086;1861;1816;1848;2008;2065;2409;2532;2342;1801;1302;905;639;836;330;
LSA 8040 Schleifen (MQ1016);378;245;218;228;585;2394;6264;10225;9758;8039;6851;6836;7041;7425;7932;9083;10164;9340;6911;4606;2874;1904;1506;860;
LSA 8032 Schleifen (MQ1017);165;111;74;54;151;606;1766;2648;2569;2233;2256;2241;2308;2395;2542;2735;2848;2738;2144;1539;1166;812;867;439;
LSA 8041 Schleifen (MQ1018);118;66;55;41;147;440;1121;1572;1408;1471;1493;1522;1520;1627;1678;1798;1888;1754;1496;1155;763;533;539;269;
LSA 8054 Schleifen (MQ1019);91;83;34;45;124;510;1492;2744;2618;1987;1715;1805;1940;1990;2047;2381;2765;2542;1932;1275;933;597;462;229;
MQ_02020_FV3_L (MQ102);1;3;1;0;1;10;37;63;63;44;45;73;61;66;45;73;66;58;56;29;41;9;23;6;
LSA 8140 Schleifen (MQ1020);52;43;25;35;77;289;890;1489;1184;993;960;1051;1019;1091;1215;1329;1485;1420;1222;733;524;357;301;129;
MQ_01210_FV32_L (MQ1021);10;2;1;3;4;26;135;186;207;110;39;60;58;53;62;56;46;50;43;44;23;25;20;5;
MQ_03030_FV1_L (MQ1023);1;1;1;3;0;5;9;13;58;39;14;12;12;22;27;21;22;23;16;18;5;4;10;8;
MQ_01200_FV1_G (MQ1024);52;27;21;18;26;139;510;975;891;723;757;821;1069;1171;1193;1485;1756;1419;1109;785;518;430;321;106;
MQ_01121_FV1_G (MQ1025);3;2;1;6;10;24;87;192;294;262;235;203;171;184;192;187;183;212;184;130;68;34;25;14;
