Name  /  Date: 2015_12_26;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);78;80;39;48;63;69;59;61;48;104;162;180;243;217;228;231;239;281;265;226;197;184;151;124;
MQ_03020_FV4_L (MQ1);21;12;1;4;3;28;19;14;21;67;98;106;106;134;132;161;129;114;114;82;77;56;36;43;
MQ_03290_FV3_GR (MQ10);76;72;48;32;53;49;52;68;55;114;125;164;235;212;199;190;173;198;190;161;143;114;127;75;
MQ_03020_FV2_L (MQ100);2;0;1;2;1;0;2;1;3;9;14;7;25;21;24;32;16;17;22;10;7;9;6;8;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;2;1;1;1;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);3;1;0;0;0;0;1;1;4;2;2;2;4;2;3;7;7;6;0;2;4;0;0;3;
MQ_08050_FV3_L (MQ1003);3;0;1;3;0;2;1;3;3;3;5;11;12;10;5;15;10;2;3;3;5;3;1;3;
MQ_06161_FV3_L (MQ1004);33;6;5;2;4;15;11;8;22;55;107;137;144;123;169;199;128;172;126;105;126;76;67;37;
MQ_06170_FV6_L (MQ1005);5;4;2;2;2;2;2;3;7;12;22;20;25;31;24;31;20;26;19;18;14;12;10;8;
MQ_08110_FV1_LO (MQ1006);1;0;1;0;1;1;1;1;1;2;6;7;10;7;12;9;7;9;11;6;9;7;5;2;
MQ_08110_FV3_RO (MQ1007);1;0;0;0;1;0;1;0;5;9;11;9;12;11;12;11;7;11;17;4;9;7;3;2;
LSA 29120 Schleifen (MQ1008);164;109;93;40;37;63;80;84;121;332;515;616;796;808;870;885;707;722;753;601;547;390;375;276;
MQ_06160_FV2_R (MQ1009);29;15;11;6;8;19;24;10;34;57;70;85;216;304;266;144;131;145;130;101;101;63;59;38;
MQ_02020_FV4_L (MQ101);21;10;7;4;6;8;26;11;23;57;90;103;126;157;189;176;146;162;103;95;91;83;65;42;
MQ_03030_FV1_G (MQ1010);38;17;15;11;14;26;66;34;59;140;251;320;337;421;493;380;311;332;280;253;192;161;116;75;
LSA 3290 Schleifen (MQ1012);1746;1478;956;910;887;1012;798;914;840;1956;2445;3251;4270;4420;4485;4358;3943;4561;4210;3698;3087;2937;2598;2149;
LSA 8020 Schleifen (MQ1013);1737;1529;1164;983;1240;969;822;786;743;1564;1819;2360;3220;3705;3675;3554;3256;3719;3695;3119;2623;2671;2540;2091;
LSA 8030 Schleifen (MQ1014);742;648;431;370;472;424;300;290;284;564;738;933;1323;1462;1638;1428;1417;1721;1679;1485;1237;1351;1304;1012;
