Name  /  Date: 2016_05_12;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);54;23;22;20;29;90;268;346;336;354;377;349;323;355;352;357;348;350;357;313;292;178;169;101;
MQ_03290_FV3_GR (MQ10);46;42;28;22;25;76;160;218;225;201;179;195;209;218;199;211;236;224;227;194;157;128;154;93;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;1;0;0;1;1;0;11;14;5;7;14;9;10;12;11;18;19;19;10;10;6;2;0;
MQ_08050_FV3_L (MQ1003);3;5;4;0;8;27;42;49;102;105;126;145;113;124;96;101;100;135;104;70;42;12;3;2;
MQ_06161_FV3_L (MQ1004);8;7;4;3;7;49;188;327;344;240;171;199;185;170;217;233;260;264;244;177;120;88;62;38;
MQ_06170_FV6_L (MQ1005);1;1;0;1;2;6;31;61;54;34;32;28;31;37;39;49;49;44;48;31;24;16;12;8;
MQ_08110_FV1_LO (MQ1006);1;1;1;0;0;2;6;17;21;17;23;21;25;24;20;33;38;35;28;19;11;7;6;4;
MQ_08110_FV3_RO (MQ1007);1;1;0;0;1;5;15;32;43;34;41;32;38;32;29;45;44;47;34;19;19;12;2;2;
LSA 29120 Schleifen (MQ1008);68;41;39;47;119;297;929;1478;1334;1104;1170;1209;1307;1281;1317;1542;1620;1582;1360;962;715;552;343;226;
MQ_06160_FV2_R (MQ1009);13;10;8;8;14;56;170;262;265;258;196;176;178;182;209;203;256;228;224;166;120;94;56;32;
MQ_02020_FV4_L (MQ101);26;13;11;4;13;37;129;279;306;268;283;240;267;292;336;395;383;361;347;259;168;102;76;36;
MQ_03030_FV1_G (MQ1010);33;17;4;6;27;124;466;896;774;539;507;535;677;731;751;893;990;832;691;475;315;254;158;91;
Alle Motion Det Weselerstr. (MQ1011);14692;12462;10949;10880;12392;20760;49509;78893;76260;66677;63541;64768;68755;70669;75150;79652;84976;82358;75184;59033;44358;36275;30322;21363;
LSA 3290 Schleifen (MQ1012);953;578;426;376;470;1443;3789;6056;6156;6076;5941;6082;5844;6094;5994;6409;6484;6454;6214;5245;4220;3279;2891;1830;
LSA 8020 Schleifen (MQ1013);929;583;408;325;554;1448;3925;5729;5619;5505;5523;5492;5292;5699;5445;5906;6058;5945;5585;4866;3716;2981;2659;1593;
LSA 8030 Schleifen (MQ1014);385;218;138;106;180;528;1599;2538;2482;2378;2199;2136;2275;2402;2355;2523;2791;2854;2443;2032;1574;1275;1185;661;
LSA 8031 Schleifen (MQ1015);265;200;175;177;243;465;1319;2126;2201;2119;1865;1952;1996;1897;2028;2348;2388;2257;1864;1428;1089;849;735;532;
LSA 8040 Schleifen (MQ1016);525;356;228;257;739;2169;6371;10203;8708;7146;6749;6733;6963;7242;7553;8712;9301;8364;7203;4932;3519;2376;1693;965;
LSA 8032 Schleifen (MQ1017);223;152;115;75;191;582;1768;2745;2608;2466;2347;2383;2390;2509;2422;2674;2911;2667;2291;1657;1296;999;840;482;
LSA 8041 Schleifen (MQ1018);140;120;65;55;177;431;1106;1589;1545;1569;1558;1627;1617;1685;1622;1781;1851;1740;1576;1276;893;691;549;316;
LSA 8054 Schleifen (MQ1019);121;93;46;51;130;468;1544;2884;2290;1851;1805;1854;1900;2099;2045;2536;2772;2505;2039;1440;1039;681;549;278;
MQ_02020_FV3_L (MQ102);8;4;2;1;0;6;33;47;53;36;46;46;48;42;48;58;49;48;70;27;23;20;30;7;
MQ_01210_FV32_L (MQ1021);3;1;0;2;5;16;120;171;183;62;36;41;61;47;41;54;57;48;66;37;34;22;16;7;
MQ_01081_FV3_G (MQ1022);50;32;10;15;17;55;147;311;279;264;247;275;299;293;323;351;360;361;332;300;200;161;137;97;
MQ_03030_FV1_L (MQ1023);3;0;0;0;1;4;8;17;21;22;11;14;19;12;23;20;14;12;16;11;3;4;3;7;
MQ_01200_FV1_G (MQ1024);80;56;27;16;35;125;474;957;771;693;771;885;1142;1109;1285;1568;1596;1407;1154;798;541;482;324;173;
MQ_01121_FV1_G (MQ1025);8;4;2;5;8;18;74;168;209;198;206;214;166;144;143;164;191;183;134;113;67;39;24;15;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;2;2;3;3;3;3;3;4;3;3;3;2;1;1;1;
MQ_01121_FV3_G (MQ1027);5;6;2;2;3;6;20;39;51;69;94;128;162;143;147;147;195;156;144;124;89;57;44;24;
MQ_01121_FV1_R (MQ1028);1;1;0;1;1;2;10;23;29;27;28;29;23;20;19;22;26;25;18;15;9;6;3;2;
MQ_01200_FV1_L (MQ1029);4;0;1;0;0;1;9;90;108;55;41;30;42;59;46;61;83;70;55;39;30;10;11;9;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);4;3;3;2;1;1;4;19;16;17;13;19;8;12;28;12;14;15;18;21;8;10;12;7;
---Test (MQ1032);16;10;3;5;10;50;153;314;337;230;175;212;243;277;321;355;349;366;299;201;163;96;85;48;
MQ_09040_FV1_G (MQ1033);38;19;22;8;11;26;102;230;158;145;210;238;250;271;237;297;299;340;312;213;185;145;141;74;
MQ_09040_FV3_G (MQ1034);32;15;8;6;17;55;168;259;316;336;268;246;270;269;282;279;304;290;297;233;147;134;97;61;
MQ_09050_FV1_G (MQ1035);48;21;20;9;14;81;298;467;372;316;389;423;489;519;461;558;611;592;575;415;323;288;234;121;
MQ_09050_FV3_G (MQ1036);31;18;15;10;28;115;413;486;523;490;400;391;374;394;432;440;447;503;500;382;273;201;140;82;
MQ_09060_FV11_G (MQ1037);49;20;20;8;19;83;325;476;365;306;374;410;479;540;488;540;601;571;557;396;321;215;108;113;
MQ_09060_FV11L (MQ1038);10;7;2;3;3;10;38;64;50;33;49;41;52;53;41;35;42;51;43;61;33;105;144;13;
MQ_09060_FV2_L (MQ1039);5;0;2;3;3;23;80;155;142;100;98;135;155;172;198;173;235;183;145;110;75;59;31;19;
MQ_03023_FV1_G (MQ104);25;10;2;3;19;69;303;672;629;435;370;392;535;530;576;682;753;654;527;326;251;200;115;65;
MQ_09060_FV2_R (MQ1040);1;0;0;1;1;5;17;32;29;21;20;27;32;35;41;35;48;37;30;23;15;12;7;4;
MQ_09060_FV3_G (MQ1041);39;24;20;12;33;123;411;488;500;483;397;371;377;387;442;454;446;534;496;380;269;192;135;79;
MQ_09060_FV3_R (MQ1042);4;4;1;3;7;53;162;234;178;152;118;118;99;138;140;118;150;173;168;112;99;45;41;21;
MQ_03250_FV1_R (MQ1043);4;2;2;1;1;3;17;32;22;19;23;27;30;33;28;36;38;40;40;25;21;19;16;10;
