Name  /  Date: 2016_02_02;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);27;42;29;18;17;96;257;338;353;353;356;391;336;326;346;380;359;359;361;296;220;152;150;83;
MQ_03020_FV4_L (MQ1);17;6;5;9;9;51;179;396;399;205;170;188;188;261;242;275;327;336;241;173;105;68;37;28;
MQ_03290_FV3_GR (MQ10);38;28;24;16;26;63;155;261;222;167;195;184;200;231;239;249;234;230;219;194;149;147;89;53;
MQ_03020_FV2_L (MQ100);1;3;0;0;1;4;16;46;26;20;23;31;23;48;28;47;47;37;53;30;22;18;12;9;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;1;1;2;2;2;2;2;3;2;2;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;3;3;10;5;7;9;16;24;4;7;8;11;11;10;3;6;6;1;0;
MQ_08050_FV3_L (MQ1003);5;2;2;0;13;23;43;45;92;106;102;129;142;96;90;102;120;90;96;60;40;4;3;2;
MQ_06161_FV3_L (MQ1004);7;5;2;9;3;42;177;365;385;245;202;187;194;211;149;232;276;300;255;159;101;80;42;22;
MQ_06170_FV6_L (MQ1005);2;2;0;0;2;4;30;64;50;37;33;30;24;36;32;43;47;50;41;29;16;13;12;5;
MQ_08110_FV1_LO (MQ1006);1;1;0;1;0;3;8;15;20;18;22;22;24;24;27;32;40;35;26;16;9;9;5;1;
MQ_08110_FV3_RO (MQ1007);0;0;1;1;0;3;10;34;36;47;43;45;38;33;41;47;50;46;40;29;16;11;2;2;
LSA 29120 Schleifen (MQ1008);60;44;25;25;108;319;928;1515;1438;1190;1096;1103;1236;1273;1345;1521;1659;1595;1358;893;580;379;284;161;
MQ_06160_FV2_R (MQ1009);11;9;8;9;16;52;144;290;271;207;200;213;179;170;202;214;241;230;210;140;91;68;37;24;
MQ_02020_FV4_L (MQ101);19;3;6;7;13;36;155;265;310;241;229;228;275;323;329;374;496;434;353;252;165;113;82;34;
MQ_03030_FV1_G (MQ1010);23;8;16;16;29;124;427;981;870;708;537;548;672;768;723;974;992;902;729;516;301;243;156;77;
LSA 3290 Schleifen (MQ1012);549;487;472;313;436;1216;3642;6185;6072;5763;5708;5697;5679;5794;5881;6111;6445;6331;5896;5136;3743;2705;2267;1424;
LSA 8020 Schleifen (MQ1013);584;651;476;310;451;1318;3973;6000;5942;5449;5431;5271;5275;5708;5514;5945;5905;5803;5422;4614;3441;2482;2198;1371;
LSA 8030 Schleifen (MQ1014);229;295;180;119;150;515;1533;2660;2649;2248;2169;2171;2166;2450;2412;2724;2875;2727;2462;2039;1533;1025;1082;610;
LSA 8031 Schleifen (MQ1015);230;276;208;147;138;369;1309;2139;2261;2001;1877;1863;1821;2031;1927;2302;2378;2045;1716;1321;931;639;618;554;
LSA 8040 Schleifen (MQ1016);442;376;293;293;577;2255;6066;10243;9295;6580;6502;6490;6956;7028;7142;8186;9004;8333;7002;4685;2894;1980;1496;775;
LSA 8032 Schleifen (MQ1017);198;206;117;100;157;550;1681;2833;2783;2338;2324;2329;2353;2616;2467;2701;2796;2493;2238;1661;1162;795;739;407;
LSA 8041 Schleifen (MQ1018);109;132;74;63;157;364;1088;1604;1556;1493;1581;1577;1567;1690;1645;1872;1847;1647;1508;1112;777;522;451;237;
LSA 8054 Schleifen (MQ1019);94;83;41;52;139;498;1478;2687;2495;1811;1662;1740;1984;2128;1927;2288;2532;2428;1979;1306;971;605;450;219;
MQ_02020_FV3_L (MQ102);3;1;0;0;1;8;34;58;56;48;51;55;42;41;50;50;81;70;50;36;25;16;17;5;
LSA 8140 Schleifen (MQ1020);74;45;26;32;103;268;872;1367;1243;1020;944;969;1038;1140;1083;1272;1435;1331;1235;797;523;383;278;142;
MQ_01210_FV32_L (MQ1021);7;0;1;4;40;24;150;177;196;66;32;48;50;50;41;42;59;50;52;32;16;16;12;9;
MQ_03030_FV1_L (MQ1023);0;1;0;0;1;4;7;15;29;19;11;13;21;62;25;16;22;17;12;12;12;6;8;3;
MQ_01200_FV1_G (MQ1024);54;38;28;23;42;141;505;975;839;719;751;838;1049;1065;1114;1513;1686;1378;1104;739;528;455;316;153;
MQ_01121_FV1_G (MQ1025);7;3;2;4;5;14;79;178;225;212;219;202;177;168;178;163;200;237;181;111;54;37;23;14;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;1;1;2;2;3;3;4;3;4;4;4;4;3;2;2;1;0;
MQ_01121_FV3_G (MQ1027);2;3;2;1;0;7;20;50;62;67;93;125;127;168;163;175;177;188;173;151;118;72;38;9;
MQ_01121_FV1_R (MQ1028);1;0;0;1;1;2;11;24;31;29;30;27;24;23;24;22;27;32;25;15;8;5;3;2;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);1;1;0;1;2;4;3;25;25;39;12;19;15;21;23;22;25;22;25;11;14;11;2;4;
---Test (MQ1032);18;8;6;2;15;69;209;486;384;263;261;282;362;371;354;410;503;450;372;287;176;185;119;62;
MQ_09040_FV1_G (MQ1033);26;9;9;10;13;29;109;230;227;175;206;216;257;296;239;352;334;393;385;259;206;114;97;68;
MQ_09040_FV3_G (MQ1034);22;6;5;9;15;57;193;287;358;349;306;261;264;259;333;365;336;336;297;219;120;102;72;31;
MQ_09050_FV1_G (MQ1035);43;14;13;21;24;76;284;490;401;340;365;454;484;510;464;577;631;625;619;446;370;248;171;98;
MQ_09050_FV3_G (MQ1036);33;16;15;12;37;105;399;501;548;491;432;405;358;400;494;532;497;523;456;342;217;158;116;41;
MQ_09060_FV11_G (MQ1037);42;16;10;20;22;85;309;518;423;304;351;445;459;515;477;562;625;605;602;418;346;231;163;97;
MQ_09060_FV11L (MQ1038);6;8;10;5;4;9;24;59;40;61;63;39;37;48;59;45;39;57;46;45;36;21;16;5;
MQ_09060_FV2_L (MQ1039);11;9;1;1;5;21;74;139;132;108;108;142;169;199;217;239;237;161;177;125;69;84;46;17;
MQ_03023_FV1_G (MQ104);21;9;10;9;18;81;308;731;670;457;338;422;453;556;576;734;768;672;507;355;233;204;131;69;
MQ_09060_FV2_R (MQ1040);2;2;0;0;1;4;15;28;27;22;22;29;35;41;45;49;49;33;36;26;14;17;9;4;
MQ_09060_FV3_G (MQ1041);42;20;24;20;41;95;323;320;373;499;414;343;344;351;492;343;355;532;429;278;195;141;105;51;
MQ_09060_FV3_R (MQ1042);8;7;1;4;6;56;204;269;247;183;126;140;132;156;167;162;162;199;168;105;67;40;28;14;
MQ_03250_FV1_R (MQ1043);3;1;1;1;2;4;17;33;26;20;22;29;33;33;30;44;42;47;45;29;23;14;10;7;
MQ_03250_FV1_G (MQ1044);18;8;6;5;11;21;94;189;149;113;125;164;184;188;170;247;237;264;254;164;129;80;58;40;
MQ_03250_FV1_L (MQ1045);3;3;4;6;5;11;26;60;69;58;79;85;65;83;70;76;78;93;95;68;47;30;33;17;
