Name  /  Date: 2016_12_26;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);99;77;46;41;36;60;57;57;53;126;167;158;226;222;256;246;247;263;278;270;198;175;160;78;
MQ_03020_FV4_L (MQ1);28;18;2;2;4;16;16;12;24;76;90;104;112;108;164;159;128;133;102;86;65;58;44;35;
MQ_03290_FV3_GR (MQ10);77;55;49;43;32;41;62;73;57;121;153;152;184;213;185;197;190;192;168;180;151;128;139;55;
MQ_03020_FV2_L (MQ100);2;1;2;0;2;1;5;3;6;9;14;10;17;20;23;27;17;15;21;8;9;11;2;13;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;1;1;1;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);0;1;0;0;0;0;0;1;1;2;1;6;5;3;7;6;6;9;5;5;3;5;3;1;
MQ_08050_FV3_L (MQ1003);1;2;0;1;3;1;4;5;1;3;10;18;21;12;20;13;11;6;7;6;4;0;3;3;
MQ_06161_FV3_L (MQ1004);27;14;6;5;7;13;18;20;18;53;105;132;141;165;192;200;142;171;172;119;108;91;64;30;
MQ_06170_FV6_L (MQ1005);7;1;2;0;1;2;2;2;10;15;20;25;28;27;30;26;25;31;27;22;21;14;8;8;
MQ_08110_FV1_LO (MQ1006);2;0;1;0;0;1;0;1;1;2;4;5;7;9;7;6;6;11;10;6;5;5;3;3;
MQ_08110_FV3_RO (MQ1007);1;1;1;0;0;1;1;2;2;5;7;6;7;7;6;5;7;5;7;5;3;3;2;2;
LSA 29120 Schleifen (MQ1008);160;240;240;5;53;77;98;40;278;318;431;619;759;759;639;815;735;839;839;755;477;369;
MQ_06160_FV2_R (MQ1009);36;30;23;10;17;37;37;36;58;78;89;103;129;125;148;200;148;129;122;143;111;55;57;32;
MQ_02020_FV4_L (MQ101);26;10;4;8;4;9;26;26;17;54;93;98;122;143;193;165;200;161;125;121;83;65;49;36;
MQ_03030_FV1_G (MQ1010);36;31;12;11;5;29;57;45;57;136;198;285;344;407;468;385;343;360;312;252;209;159;108;49;
LSA 3290 Schleifen (MQ1012);1643;1388;941;798;818;916;895;893;954;2184;2705;3147;3630;3948;4466;4397;4321;4336;3978;3846;3249;2505;2377;1400;
LSA 8020 Schleifen (MQ1013);1611;1439;981;934;984;996;954;884;861;1688;2229;2417;2856;3367;3682;3426;3557;3597;3130;3207;2805;2268;2106;1348;
LSA 8030 Schleifen (MQ1014);653;567;331;294;356;343;327;311;297;630;860;992;1159;1448;1562;1435;1667;1542;1297;1624;1249;1023;1019;686;
LSA 8031 Schleifen (MQ1015);611;658;502;565;740;704;580;476;316;593;464;400;527;668;734;644;698;639;585;577;481;336;310;225;
LSA 8032 Schleifen (MQ1017);381;273;168;205;277;264;252;225;301;540;739;923;1052;1178;1360;1195;1368;1287;1075;1069;924;697;668;467;
LSA 8041 Schleifen (MQ1018);241;182;99;117;175;157;179;176;202;364;459;539;617;685;831;742;840;775;683;693;549;448;401;276;
LSA 8054 Schleifen (MQ1019);222;143;96;87;84;112;133;129;221;472;617;787;937;966;1195;1116;959;1048;933;774;673;531;430;286;
MQ_02020_FV3_L (MQ102);2;2;1;2;1;1;5;3;8;15;21;20;29;24;38;22;19;22;22;20;21;7;14;5;
LSA 8140 Schleifen (MQ1020);138;91;57;29;40;55;70;82;143;304;412;562;710;691;788;739;678;692;654;571;458;338;287;193;
MQ_01210_FV32_L (MQ1021);4;1;2;0;0;1;0;4;5;14;25;10;16;16;20;20;18;21;26;26;23;17;12;7;
MQ_01081_FV3_G (MQ1022);53;24;19;20;19;27;26;26;47;77;127;192;179;167;212;202;168;200;213;128;178;145;101;64;
MQ_03030_FV1_L (MQ1023);2;0;1;0;1;4;0;4;8;17;32;28;14;24;15;30;17;13;21;4;3;2;9;1;
MQ_01200_FV1_G (MQ1024);102;71;40;33;35;54;82;68;103;216;376;546;602;659;784;664;652;709;578;450;367;324;217;148;
MQ_01121_FV1_G (MQ1025);9;4;5;3;3;4;14;8;37;144;97;170;97;90;165;255;109;104;102;61;40;32;23;20;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;0;0;1;1;2;3;2;2;2;2;4;2;2;1;1;0;0;
