Name  /  Date: 2016_03_17;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);40;30;31;36;93;96;275;318;367;356;350;358;365;358;373;360;364;373;364;356;239;181;212;98;
MQ_03020_FV4_L (MQ1);15;10;6;20;7;59;170;352;309;233;214;197;224;219;254;266;290;324;262;195;85;74;65;23;
MQ_03290_FV3_GR (MQ10);52;45;42;34;44;72;151;239;213;166;198;229;239;229;222;248;240;234;206;208;163;161;152;78;
MQ_03020_FV2_L (MQ100);2;1;1;1;1;5;24;42;32;16;25;27;38;38;46;43;60;38;42;19;24;20;10;10;
Alle Motion Det Albersloherweg (MQ1000);39600;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;1;2;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;1;1;9;9;10;9;16;12;14;8;9;17;9;16;16;5;1;5;0;
MQ_08050_FV3_L (MQ1003);3;4;2;2;3;27;39;47;91;92;83;109;108;110;109;83;90;105;123;71;36;9;2;2;
MQ_06161_FV3_L (MQ1004);17;7;1;2;7;49;191;331;380;296;180;212;204;201;234;223;271;287;261;154;113;46;67;27;
MQ_06170_FV6_L (MQ1005);2;2;1;0;2;7;35;64;48;34;37;26;32;40;33;52;48;46;38;29;18;14;9;5;
MQ_08110_FV1_LO (MQ1006);2;0;0;0;1;2;7;14;20;21;24;26;24;24;29;28;40;42;28;20;16;7;5;2;
MQ_08110_FV3_RO (MQ1007);0;0;1;0;1;3;10;28;37;39;37;37;43;26;32;43;50;45;30;26;11;8;3;3;
LSA 29120 Schleifen (MQ1008);72;35;34;33;140;315;989;1519;1335;1105;1078;1158;1205;1225;1324;1479;1510;1461;1280;952;626;390;332;178;
MQ_06160_FV2_R (MQ1009);14;9;4;8;10;51;203;272;268;221;227;166;166;174;192;214;213;231;212;160;87;69;58;26;
MQ_02020_FV4_L (MQ101);20;9;8;12;6;46;152;282;346;292;248;277;294;321;362;389;411;375;325;247;165;93;95;37;
MQ_03030_FV1_G (MQ1010);30;12;12;14;28;114;427;962;849;563;538;577;669;768;750;922;1016;831;702;465;304;245;190;77;
Alle Motion Det Weselerstr. (MQ1011);13464;10966;10257;10434;11585;20212;48564;79379;76650;65967;62947;64426;69312;74214;75922;83898;87503;83227;76979;62684;43678;34015;31359;21251;
LSA 3290 Schleifen (MQ1012);786;578;431;469;685;1214;3490;5833;5885;5864;5719;5877;5828;5804;6002;6266;6305;6321;5894;5356;3949;2858;2857;1453;
LSA 8020 Schleifen (MQ1013);895;711;545;551;712;1469;3905;5633;5860;5640;5476;5690;5688;5791;6042;6443;6260;6232;5614;5058;3570;2616;2845;1601;
LSA 8030 Schleifen (MQ1014);358;284;207;225;271;520;1580;2433;2631;2293;2291;2283;2428;2626;2761;3065;3059;2956;2527;2317;1493;1194;1305;686;
LSA 8031 Schleifen (MQ1015);253;286;262;225;281;448;1394;2122;2320;2149;1968;2075;2066;2253;2318;2762;2551;2381;2185;2111;1137;1016;1393;765;
LSA 8040 Schleifen (MQ1016);452;332;256;223;626;2202;6246;10783;9496;7034;6518;6384;6652;7027;7478;8313;8951;8193;7222;5336;3227;2151;1952;894;
LSA 8032 Schleifen (MQ1017);240;158;98;100;200;565;1706;2840;2667;2347;2346;2467;2445;2604;2722;2912;2871;2718;2267;1949;1261;938;1080;550;
LSA 8041 Schleifen (MQ1018);160;100;83;64;181;412;1058;1648;1670;1661;1595;1778;1696;1888;1940;2052;1941;1785;1613;1407;885;714;805;408;
